Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
915,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,04 Jun 2025
916,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,16 Jun 2025
917,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,21 Jan 2025
918,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,13 Dec 2024
919,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,05 Sep 2024
920,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,27 Nov 2024
921,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,01 Jul 2025
922,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,25 Jul 2025
923,Shimoga,Shimoga,Potato,Local,Ref grade-2,3000,4000,3500,05 Mar 2025
924,Udupi,Udupi,Potato,Potato,FAQ,1500,1600,1600,03 Jun 2025
925,Udupi,Udupi,Potato,Potato,FAQ,1800,2000,1900,03 Apr 2025
926,Udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200,07 May 2025
927,Udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200,28 Feb 2025
928,Udupi,Udupi,Potato,Potato,FAQ,2100,2500,2200,16 Apr 2025
929,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,31 Dec 2024
930,Udupi,Udupi,Potato,Potato,FAQ,3500,3600,3600,24 Oct 2024
931,Udupi,Udupi,Potato,Potato,FAQ,3700,4000,3800,10 Sep 2024
932,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2800,2500,11 Oct 2024
933,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2500,07 Aug 2024
934,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2200,2900,2750,30 Nov 2024
935,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,1500,2200,1800,01 Feb 2025
936,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,2000,2500,2400,31 Jan 2025
937,Mysore,Nanjangud,Potato,Potato,FAQ,2083,2777,2564,24 Apr 2025
938,Mysore,Nanjangud,Potato,Potato,FAQ,2564,3703,3333,18 Jan 2025
939,Bangalore,Ramanagara,Potato,Potato,FAQ,2400,3200,3000,22 Jun 2025
940,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,08 Apr 2025
941,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,11 Apr 2025
942,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,28 May 2025
943,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,19 Jun 2025
944,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,19 May 2025
945,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,18 Sep 2024
946,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,27 Aug 2024
947,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,13 Nov 2024
948,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,16 Oct 2024
949,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,22 Jul 2025
950,Tumkur,Tumkur,Potato,Other,Ref grade-1,2100,3200,2600,31 Jan 2025
951,Udupi,Udupi,Potato,Potato,FAQ,1500,2000,1800,21 Jun 2025
952,Udupi,Udupi,Potato,Potato,FAQ,1600,2000,1900,17 Mar 2025
953,Udupi,Udupi,Potato,Potato,FAQ,1800,2200,2000,19 Mar 2025
954,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,14 Feb 2025
955,Udupi,Udupi,Potato,Potato,FAQ,3300,3400,3400,27 Sep 2024
956,Udupi,Udupi,Potato,Potato,FAQ,3400,3500,3500,13 Nov 2024
957,Udupi,Udupi,Potato,Potato,FAQ,3400,3600,3500,12 Sep 2024
958,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,13 Dec 2024
959,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,13 Nov 2024
960,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,16 Nov 2024
961,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,25 Oct 2024
962,Davangere,Davangere,Potato,Potato,FAQ,1800,2500,2000,03 Oct 2024
963,Davangere,Davangere,Potato,Potato,FAQ,1800,2500,2000,18 Jan 2025
964,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,23 Apr 2025
965,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,27 May 2025
966,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,04 Jun 2025
967,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,09 Jul 2025
968,Bangalore,Doddaballa Pur,Potato,Local,FAQ,3000,3500,3250,07 Dec 2024
969,Madikeri(Kodagu),Gonikappal,Potato,Local,FAQ,1082,1082,1082,08 Nov 2024
970,Kolar,Gowribidanoor,Potato,Potato,FAQ,1500,2000,1800,18 Apr 2025
971,Hassan,Hassan,Potato,Potato,FAQ,1000,1400,1100,19 Feb 2025
972,Hassan,Hassan,Potato,Potato,FAQ,1400,2200,1600,21 Aug 2024
973,Hassan,Hassan,Potato,Potato,FAQ,3000,3000,3000,27 Aug 2024
974,Hassan,Hassan,Potato,Potato,Local,900,2400,1600,03 Jul 2025
975,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,1900,2250,2100,08 Feb 2025
976,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2000,2100,2050,11 Feb 2025
977,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2600,2800,2700,31 Aug 2024
978,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,500,2000,1200,23 Jan 2025
979,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,2000,1700,25 Feb 2025
980,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,2300,1700,15 Apr 2025
981,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2100,1800,15 Feb 2025
982,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2200,2000,26 Dec 2024
983,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,3000,2400,07 Aug 2024
984,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,1800,1700,05 Jun 2025
985,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,1800,1700,22 May 2025
986,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2100,2100,2100,02 Apr 2025
987,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2400,2900,2650,24 Oct 2024
988,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,2900,2750,03 Oct 2024
989,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1500,1900,1850,07 Jul 2025
990,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1700,1800,1750,24 Jul 2025
991,Dharwad,Hubli (Amaragol),Potato,Potato,Ref grade-1,1600,2400,2000,03 Feb 2025
992,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,15 Feb 2025
993,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,31 Dec 2024
994,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,04 Sep 2024
995,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,18 Jun 2025
996,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,27 Mar 2025
997,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,04 Apr 2025
998,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,07 Apr 2025
999,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1500,1250,09 May 2025
1000,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1500,1250,13 May 2025
1001,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1200,1150,18 Jan 2025
1002,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1400,1250,08 Jan 2025
1003,Kalburgi,Kalburgi,Potato,Potato,Local,100,1100,600,19 Jul 2025
1004,Kalburgi,Kalburgi,Potato,Potato,Local,1000,1400,1200,16 Jul 2025
1005,Kolar,Kolar,Potato,Local,FAQ,1000,1500,1300,02 Sep 2024
1006,Kolar,Kolar,Potato,Local,FAQ,1000,1500,1300,15 Apr 2025
1007,Kolar,Kolar,Potato,Local,FAQ,1000,1500,1300,23 Sep 2024
1008,Kolar,Kolar,Potato,Local,FAQ,1000,2000,1600,13 Feb 2025
1009,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,13 Feb 2025
1010,Udupi,Udupi,Potato,Potato,FAQ,2400,2600,2500,27 Jan 2025
1011,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,05 Oct 2024
1012,Udupi,Udupi,Potato,Potato,FAQ,3400,3600,3500,17 Sep 2024
1013,Udupi,Udupi,Potato,Potato,FAQ,3700,4000,3800,05 Sep 2024
1014,Udupi,Udupi,Potato,Potato,FAQ,4300,4800,4500,20 Dec 2024
1015,Udupi,Udupi,Potato,Potato,FAQ,4300,4800,4500,23 Dec 2024
1016,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1800,1400,21 May 2025
1017,Kalburgi,Kalburgi,Potato,Potato,Local,700,1400,1050,21 Jul 2025
1018,Kolar,Kolar,Potato,Local,FAQ,1000,2000,1500,10 Sep 2024
1019,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,08 Aug 2024
1020,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,27 Jun 2025
1021,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,11 Feb 2025
1022,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,31 Jul 2024
1023,Kolar,Kolar,Potato,Local,FAQ,2000,2500,2300,31 Dec 2024
1024,Kolar,Kolar,Potato,Local,FAQ,2000,3000,2600,26 Nov 2024
1025,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,07 Jan 2025
1026,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2020,28 Jan 2025
1027,Kolar,Malur,Potato,Potato,FAQ,2400,3000,2578,30 Jan 2025
1028,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,800,1500,1300,24 Jun 2025
1029,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2500,2200,29 Jan 2025
1030,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2500,21 Oct 2024
1031,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2800,25 Oct 2024
1032,Mysore,Nanjangud,Potato,Potato,FAQ,3030,3333,3030,07 Dec 2024
1033,Mysore,Nanjangud,Potato,Potato,FAQ,3030,3703,3333,19 Nov 2024
1034,Mysore,Nanjangud,Potato,Potato,FAQ,3333,4162,3703,18 Feb 2025
1035,Bangalore,Ramanagara,Potato,Potato,FAQ,2300,2800,2500,27 May 2025
1036,Bangalore,Ramanagara,Potato,Potato,FAQ,2400,3000,2800,17 May 2025
1037,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,14 May 2025
1038,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,01 Oct 2024
1039,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,02 Sep 2024
1040,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,09 Sep 2024
1041,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,31 Jul 2024
1042,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,14 Oct 2024
1043,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,03 Jul 2025
1044,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,16 Jul 2025
1045,Shimoga,Shimoga,Potato,Local,Ref grade-1,3000,4000,3500,05 Feb 2025
1046,Shimoga,Shimoga,Potato,Local,Ref grade-2,2800,4000,3400,03 Mar 2025
1047,Udupi,Udupi,Potato,Potato,FAQ,1500,2000,1800,20 Jun 2025
1048,Udupi,Udupi,Potato,Potato,FAQ,1500,2000,1800,24 Jun 2025
1049,Udupi,Udupi,Potato,Potato,FAQ,2400,2600,2500,18 Jan 2025
1050,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,07 Nov 2024
1051,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,08 Nov 2024
1052,Udupi,Udupi,Potato,Potato,FAQ,3400,3500,3500,14 Nov 2024
1053,Udupi,Udupi,Potato,Potato,FAQ,3500,3700,3600,13 Aug 2024
1054,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,20 Jun 2025
1055,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,05 Jun 2025
1056,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,19 Mar 2025
1057,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,05 Aug 2024
1058,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,12 Sep 2024
1059,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,13 Oct 2024
1060,Kolar,Kolar,Potato,Local,FAQ,2000,2500,2300,20 Dec 2024
1061,Kolar,Kolar,Potato,Local,FAQ,2000,3000,2400,26 Jan 2025
1062,Kolar,Malur,Potato,Potato,FAQ,1800,2100,2000,30 May 2025
1063,Kolar,Malur,Potato,Potato,FAQ,1800,2500,2020,06 Feb 2025
1064,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,2500,2000,09 Aug 2024
1065,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1600,1800,1700,28 Jun 2025
1066,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2500,2200,22 Jan 2025
1067,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2800,30 Aug 2024
1068,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,1600,1800,1700,03 Jul 2025
1069,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,1700,2200,1900,31 Jul 2025
1070,Mysore,Nanjangud,Potato,Potato,FAQ,2083,2380,2222,20 Dec 2024
1071,Mysore,Nanjangud,Potato,Potato,FAQ,2777,3333,3030,01 Mar 2025
1072,Bangalore,Ramanagara,Potato,Potato,FAQ,3500,3800,3600,07 Dec 2024
1073,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,02 Apr 2025
1074,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,13 May 2025
1075,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,16 May 2025
1076,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,20 Jun 2025
1077,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,29 May 2025
1078,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,24 Feb 2025
1079,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,01 Jan 2025
1080,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,07 Jan 2025
1081,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,03 Dec 2024
1082,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,20 Nov 2024
1083,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,22 Oct 2024
1084,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,26 Nov 2024
1085,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,28 Oct 2024
1086,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,08 Aug 2024
1087,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,12 Nov 2024
1088,Shimoga,Shimoga,Potato,Local,FAQ,3600,4000,3800,06 Sep 2024
1089,Shimoga,Shimoga,Potato,Local,Ref grade-1,3000,4000,3500,03 Feb 2025
1090,Udupi,Udupi,Potato,Potato,FAQ,1800,2000,1900,05 Apr 2025
1091,Udupi,Udupi,Potato,Potato,FAQ,1800,2200,2000,24 Mar 2025
1092,Udupi,Udupi,Potato,Potato,FAQ,1900,2000,2000,26 May 2025
1093,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,06 Jan 2025
1094,Udupi,Udupi,Potato,Potato,FAQ,3400,3500,3500,15 Nov 2024
1095,Udupi,Udupi,Potato,Potato,FAQ,3500,3700,3600,01 Aug 2024
1096,Udupi,Udupi,Potato,Potato,FAQ,4300,4800,4500,19 Dec 2024
1097,Udupi,Udupi,Potato,Potato,Ref grade-1,2400,2500,2500,04 Feb 2025
1098,Kolar,Malur,Potato,Potato,FAQ,2000,2300,2200,30 Jun 2025
1099,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,2000,1800,31 Mar 2025
1100,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1800,2200,2000,28 Jan 2025
1101,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2500,2000,05 Feb 2025
1102,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2500,13 Aug 2024
1103,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2800,19 Oct 2024
1104,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2300,3000,2800,29 Nov 2024
1105,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2600,3000,2800,31 Jul 2024
1106,Mysore,Nanjangud,Potato,Potato,FAQ,2777,3030,2777,23 Dec 2024
1107,Mysore,Nanjangud,Potato,Potato,FAQ,3030,3333,3030,16 Dec 2024
1108,Bangalore,Ramanagara,Potato,Potato,FAQ,3600,4200,4000,01 Sep 2024
1109,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,05 Jun 2025
1110,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,18 Jun 2025
1111,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,22 May 2025
1112,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,03 Apr 2025
1113,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,06 May 2025
1114,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,27 May 2025
1115,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,20 Jan 2025
1116,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,03 Jan 2025
1117,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,03 Sep 2024
1118,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,11 Sep 2024
1119,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,15 Oct 2024
1120,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,25 Oct 2024
1121,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,06 Aug 2024
1122,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,16 Aug 2024
1123,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,22 Aug 2024
1124,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,30 Sep 2024
1125,Udupi,Udupi,Potato,Potato,FAQ,1800,2000,1900,04 Apr 2025
1126,Udupi,Udupi,Potato,Potato,FAQ,1900,2000,2000,27 May 2025
1127,Udupi,Udupi,Potato,Potato,FAQ,2400,2500,2500,06 Feb 2025
1128,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,30 Dec 2024
1129,Udupi,Udupi,Potato,Potato,FAQ,2800,3000,2900,26 Nov 2024
1130,Udupi,Udupi,Potato,Potato,FAQ,3000,3500,3200,13 Jan 2025
1131,Udupi,Udupi,Potato,Potato,FAQ,3500,3700,3600,12 Aug 2024
1132,Udupi,Udupi,Potato,Potato,Ref grade-1,2400,2500,2500,30 Jan 2025
1133,Udupi,Udupi,Potato,Potato,Ref grade-2,2100,2200,2200,03 Mar 2025
1134,Hassan,Arasikere,Potato,Local,FAQ,2000,2500,2000,15 Feb 2025
1135,Chikmagalur,Bagepalli,Potato,Potato,FAQ,1700,2600,2200,06 Nov 2024
1136,Chikmagalur,Bagepalli,Potato,Potato,FAQ,1700,2600,2200,29 Oct 2024
1137,Bangalore,Bangalore,Potato,Local,FAQ,1600,3200,2400,21 Sep 2024
1138,Bangalore,Bangalore,Potato,Local,FAQ,1600,3200,2900,11 Sep 2024
1139,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2700,24 Sep 2024
1140,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3200,3000,06 Aug 2024
1141,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3000,2800,30 Sep 2024
1142,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3100,2700,09 Sep 2024
1143,Bangalore,Bangalore,Potato,Potato,FAQ,3000,3600,3200,06 Jan 2025
1144,Bangalore,Bangalore,Potato,Potato,FAQ,3000,3600,3300,04 Jan 2025
1145,Bangalore,Bangalore,Potato,Potato,FAQ,3000,3600,3300,30 Dec 2024
1146,Kolar,Bangarpet,Potato,Local,FAQ,150,2500,2000,22 Feb 2025
1147,Kolar,Bangarpet,Potato,Local,FAQ,1500,3000,2500,22 Jan 2025
1148,Belgaum,Belgaum,Potato,Local,FAQ,1000,3200,2800,13 Nov 2024
1149,Belgaum,Belgaum,Potato,Local,FAQ,1000,3200,2800,14 Nov 2024
1150,Belgaum,Belgaum,Potato,Local,FAQ,2000,2500,2200,10 Jan 2025
1151,Belgaum,Belgaum,Potato,Local,FAQ,2000,3000,2500,17 Sep 2024
1152,Belgaum,Belgaum,Potato,Local,FAQ,2000,3200,2500,10 Sep 2024
1153,Belgaum,Belgaum,Potato,Local,FAQ,2000,3500,3000,12 Dec 2024
1154,Belgaum,Belgaum,Potato,Local,FAQ,2000,4000,3500,09 Nov 2024
1155,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,21 Aug 2024
1156,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,28 Sep 2024
1157,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,30 Sep 2024
1158,Hassan,Channarayapatna,Potato,Local,Local,2000,2000,2000,18 Jul 2025
1159,Kolar,Chickkaballapura,Potato,Local,FAQ,300,1400,1200,29 Mar 2025
1160,Kolar,Chickkaballapura,Potato,Local,FAQ,500,1900,1700,18 Feb 2025
1161,Kolar,Chickkaballapura,Potato,Local,FAQ,500,1900,1700,29 Apr 2025
1162,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2200,1800,18 Jun 2025
1163,Kolar,Chickkaballapura,Potato,Local,FAQ,600,2400,2000,07 Feb 2025
1164,Kolar,Chickkaballapura,Potato,Local,FAQ,600,2600,2000,20 Dec 2024
1165,Kolar,Chickkaballapura,Potato,Local,FAQ,600,3000,2500,06 Nov 2024
1166,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,2600,2500,06 Jan 2025
1167,Kolar,Chickkaballapura,Potato,Local,FAQ,2600,3800,3000,09 Dec 2024
1168,Kolar,Chickkaballapura,Potato,Local,FAQ,3400,3600,3500,14 Oct 2024
1169,Kolar,Chickkaballapura,Potato,Local,Local,1800,2200,1900,25 Jul 2025
1170,Kolar,Chickkaballapura,Potato,Local,Ref grade-1,1800,2200,2000,03 Feb 2025
1171,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2012,2012,2012,31 May 2025
1172,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,29 Apr 2025
1173,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2465,2665,2565,14 Mar 2025
1174,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2565,2565,2565,10 Oct 2024
1175,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2575,2775,2675,25 Nov 2024
1176,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2625,2825,2725,30 Dec 2024
1177,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2714,2914,2814,12 Aug 2024
1178,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2841,3041,2941,25 Oct 2024
1179,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2868,3068,2968,27 Nov 2024
1180,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3105,3305,3205,27 Aug 2024
1181,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3234,3434,3334,06 Sep 2024
1182,Chikmagalur,Chikkamagalore,Potato,Other,Local,2013,2213,2113,18 Jul 2025
1183,Chikmagalur,Chikkamagalore,Potato,Other,Local,2084,2084,2084,22 Jul 2025
1184,Davangere,Davangere,Potato,Potato,FAQ,1500,2000,1800,28 Nov 2024
1185,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,15 Jan 2025
1186,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2000,3000,2300,05 Aug 2024
1187,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2500,3500,2600,11 Jan 2025
1188,Bangalore,Bangalore,Potato,Local,FAQ,1600,2600,2100,12 Aug 2024
1189,Bangalore,Bangalore,Potato,Local,FAQ,1600,3200,2400,20 Sep 2024
1190,Bangalore,Bangalore,Potato,Local,FAQ,2000,3000,2500,17 Jan 2025
1191,Bangalore,Bangalore,Potato,Local,FAQ,2000,3000,2500,29 Oct 2024
1192,Bangalore,Bangalore,Potato,Local,FAQ,2400,3000,2700,04 Jan 2025
1193,Bangalore,Bangalore,Potato,Local,FAQ,3000,3600,3200,06 Aug 2024
1194,Bangalore,Bangalore,Potato,Potato,FAQ,1600,3000,2300,26 Dec 2024
1195,Bangalore,Bangalore,Potato,Potato,FAQ,2000,3000,2500,15 Oct 2024
1196,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2500,24 Oct 2024
1197,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2500,25 Oct 2024
1198,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2600,08 Nov 2024
1199,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3200,3000,03 Aug 2024
1200,Bangalore,Bangalore,Potato,Potato,FAQ,2800,3200,2800,03 Oct 2024
1201,Kolar,Bangarpet,Potato,Local,FAQ,1000,2600,2000,29 Jan 2025
1202,Kolar,Bangarpet,Potato,Local,FAQ,1200,1500,1300,06 Sep 2024
1203,Kolar,Bangarpet,Potato,Local,FAQ,2000,3500,2500,09 Dec 2024
1204,Belgaum,Belgaum,Potato,Local,FAQ,1000,2500,2000,06 Jan 2025
1205,Belgaum,Belgaum,Potato,Local,FAQ,1000,3200,2800,15 Nov 2024
1206,Belgaum,Belgaum,Potato,Local,FAQ,2000,3500,3000,07 Dec 2024
1207,Belgaum,Belgaum,Potato,Local,FAQ,2000,3500,3000,09 Dec 2024
1208,Belgaum,Belgaum,Potato,Local,FAQ,2500,3100,2800,01 Aug 2024
1209,Belgaum,Belgaum,Potato,Local,FAQ,2500,3100,2800,07 Aug 2024
1210,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,19 Aug 2024
1211,Belgaum,Belgaum,Potato,Local,FAQ,2500,3500,3000,25 Nov 2024
1212,Belgaum,Belgaum,Potato,Local,FAQ,2500,3600,3200,09 Oct 2024
1213,Belgaum,Belgaum,Potato,Local,FAQ,2500,3800,3500,23 Oct 2024
1214,Belgaum,Belgaum,Potato,Local,Ref grade-1,1500,2200,2000,04 Feb 2025
1215,Kolar,Chickkaballapura,Potato,Local,FAQ,500,1600,1400,14 Apr 2025
1216,Kolar,Chickkaballapura,Potato,Local,FAQ,500,1600,1400,25 Apr 2025
1217,Kolar,Chickkaballapura,Potato,Local,FAQ,500,1900,1600,24 Feb 2025
1218,Kolar,Chickkaballapura,Potato,Local,FAQ,600,3000,2600,17 Jan 2025
1219,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,3000,2600,21 Jan 2025
